transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN66638_c0_g1_i1	.	.	6A
TRINITY_DN39849_c0_g1_i1	RBG4_ARATH	Glycine-rich RNA-binding protein 4, mitochondrial {ECO:0000303|PubMed:11809873, ECO:0000303|PubMed:16207746}	
TRINITY_DN39837_c0_g1_i1	MRP2_RAT	ATP-binding cassette sub-family C member 2	
TRINITY_DN39837_c0_g1_i2	MRP2_HUMAN	ATP-binding cassette sub-family C member 2	
TRINITY_DN39832_c0_g1_i1	TLC1_SOLTU	Plastidic ATP/ADP-transporter	
TRINITY_DN39801_c0_g1_i1	JGB_ARATH	Protein JINGUBANG {ECO:0000303|PubMed:27468890}	
TRINITY_DN39810_c0_g1_i2	SBT38_ARATH	Subtilisin-like protease SBT3.8 {ECO:0000303|PubMed:16193095}	
TRINITY_DN39814_c0_g1_i1	IBR3_ARATH	Probable acyl-CoA dehydrogenase IBR3 {ECO:0000305}	6W
TRINITY_DN39789_c0_g1_i12	BIP2C_ORYSJ	Probable protein phosphatase 2C BIPP2C1	
TRINITY_DN39861_c0_g1_i1	EIF3H_ARATH	Eukaryotic translation initiation factor 3 subunit H {ECO:0000255|HAMAP-Rule:MF_03007}	
TRINITY_DN39865_c1_g1_i6	BRH1_ARATH	Brassinosteroid-responsive RING protein 1 {ECO:0000303|PubMed:12012249}	
TRINITY_DN39865_c1_g1_i7	BRH1_ARATH	Brassinosteroid-responsive RING protein 1 {ECO:0000303|PubMed:12012249}	
TRINITY_DN29534_c0_g1_i2	.	.	6W
TRINITY_DN29512_c0_g1_i1	EIF3C_ARATH	Eukaryotic translation initiation factor 3 subunit C {ECO:0000255|HAMAP-Rule:MF_03002}	
TRINITY_DN29541_c0_g1_i1	NNTM_SHEEP	NAD(P) transhydrogenase, mitochondrial {ECO:0000305}	
TRINITY_DN29503_c0_g1_i1	.	.	
TRINITY_DN29538_c1_g1_i1	.	.	
TRINITY_DN29498_c0_g1_i1	.	.	
TRINITY_DN18947_c0_g1_i1	GMSA_DICDI	Gamete and mating-type specific protein A	6W
TRINITY_DN19016_c0_g1_i1	PDR2_NICPL	Pleiotropic drug resistance protein 2	
TRINITY_DN18949_c0_g1_i1	.	.	6W
TRINITY_DN19014_c0_g1_i1	.	.	6A
TRINITY_DN19013_c0_g1_i1	RIPK_ARATH	Serine/threonine-protein kinase RIPK {ECO:0000305}	
TRINITY_DN19023_c0_g1_i1	.	.	
TRINITY_DN19037_c0_g1_i1	.	.	
TRINITY_DN18973_c0_g1_i1	.	.	
TRINITY_DN19010_c0_g1_i5	.	.	
TRINITY_DN18950_c0_g1_i1	.	.	6W
TRINITY_DN18987_c0_g1_i1	HDAC1_RAT	Histone deacetylase 1	
TRINITY_DN18943_c0_g1_i1	.	.	6A
TRINITY_DN19031_c0_g1_i8	.	.	
TRINITY_DN18945_c0_g1_i1	ASR5_ORYSJ	Abscisic stress-ripening protein 5 {ECO:0000303|PubMed:18210155}	
TRINITY_DN19024_c0_g1_i1	R35A3_ARATH	60S ribosomal protein L35a-3	6W
TRINITY_DN19024_c0_g2_i1	R35A3_ARATH	60S ribosomal protein L35a-3	
TRINITY_DN4111_c0_g2_i1	BAM1_ARATH	Beta-amylase 1, chloroplastic	
TRINITY_DN4111_c1_g1_i3	BAM3_ARATH	Beta-amylase 3, chloroplastic	
TRINITY_DN4111_c1_g1_i5	BAM3_ARATH	Beta-amylase 3, chloroplastic	
TRINITY_DN4191_c0_g1_i1	H2AV1_ARATH	Histone H2A variant 1	6A
TRINITY_DN4191_c0_g1_i2	H2AV1_ARATH	Histone H2A variant 1	6A
TRINITY_DN4191_c0_g1_i5	H2AV1_ARATH	Histone H2A variant 1	
TRINITY_DN4115_c0_g1_i5	BXL7_ARATH	Probable beta-D-xylosidase 7	
TRINITY_DN4187_c0_g1_i1	VHAA3_ARATH	V-type proton ATPase subunit a3	6A
TRINITY_DN4187_c0_g1_i3	VHAA3_ARATH	V-type proton ATPase subunit a3	
TRINITY_DN4113_c0_g1_i11	SMT1_ARATH	Cycloartenol-C-24-methyltransferase	
TRINITY_DN4113_c0_g1_i3	SMT1_ARATH	Cycloartenol-C-24-methyltransferase	
TRINITY_DN4119_c0_g1_i2	IN21B_ORYSJ	Protein IN2-1 homolog B	
TRINITY_DN4119_c0_g1_i24	IN21B_ORYSJ	Protein IN2-1 homolog B	
TRINITY_DN4119_c0_g1_i31	IN21B_ORYSJ	Protein IN2-1 homolog B	
TRINITY_DN4119_c0_g1_i49	IN21B_ORYSJ	Protein IN2-1 homolog B	
TRINITY_DN4119_c0_g1_i54	IN21B_ORYSJ	Protein IN2-1 homolog B	
TRINITY_DN4125_c0_g1_i3	SPK1_ARATH	Guanine nucleotide exchange factor SPIKE 1 {ECO:0000303|PubMed:11826302}	
TRINITY_DN4189_c0_g1_i1	PX114_ORYSJ	Peroxisomal membrane protein 11-4	6A
TRINITY_DN4151_c0_g1_i2	PSA2_ORYSJ	Proteasome subunit alpha type-2	6A
TRINITY_DN4151_c0_g1_i3	PSA2B_ARATH	Proteasome subunit alpha type-2-B	
TRINITY_DN4151_c0_g1_i8	PSA2B_ARATH	Proteasome subunit alpha type-2-B	
TRINITY_DN4161_c0_g1_i2	LIL31_ARATH	Light-harvesting complex-like protein 3 isotype 1, chloroplastic {ECO:0000305}	
TRINITY_DN4161_c0_g1_i6	LIL31_ARATH	Light-harvesting complex-like protein 3 isotype 1, chloroplastic {ECO:0000305}	
TRINITY_DN4101_c0_g1_i6	URH1_ARATH	Uridine nucleosidase 1 {ECO:0000303|PubMed:19293370}	6A
TRINITY_DN4101_c0_g1_i9	URH1_ARATH	Uridine nucleosidase 1 {ECO:0000303|PubMed:19293370}	6A
TRINITY_DN4183_c0_g1_i12	TUN_ARATH	UDP-glycosyltransferase TURAN {ECO:0000303|PubMed:25919390}	
TRINITY_DN4183_c0_g1_i38	TUN_ARATH	UDP-glycosyltransferase TURAN {ECO:0000303|PubMed:25919390}	
TRINITY_DN4174_c0_g1_i2	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	
TRINITY_DN4174_c0_g1_i7	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	
TRINITY_DN4137_c0_g1_i1	.	.	
TRINITY_DN4198_c0_g1_i2	KN7H_ARATH	Kinesin-like protein KIN-7H {ECO:0000305}	6A
TRINITY_DN4118_c0_g1_i2	Y5344_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At1g53440	
TRINITY_DN4118_c0_g1_i8	Y5344_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At1g53440	
TRINITY_DN4135_c0_g1_i2	DEF1B_SOLLC	Peptide deformylase 1B, chloroplastic	
TRINITY_DN4135_c0_g1_i9	DEF1B_SOLLC	Peptide deformylase 1B, chloroplastic	
TRINITY_DN4155_c0_g1_i5	.	.	
TRINITY_DN4188_c0_g1_i1	CAND7_ARATH	Protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7 {ECO:0000303|PubMed:18671868}	
TRINITY_DN4192_c0_g1_i4	LBD41_ARATH	LOB domain-containing protein 41	
TRINITY_DN4147_c0_g1_i14	.	.	
TRINITY_DN4147_c0_g1_i21	.	.	
TRINITY_DN4173_c0_g1_i8	Y2232_ARATH	Probable receptor-like protein kinase At2g23200	
TRINITY_DN4152_c0_g1_i6	PILS2_ARATH	Protein PIN-LIKES 2 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4152_c0_g1_i7	PILS2_ARATH	Protein PIN-LIKES 2 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4120_c0_g1_i5	FAB1B_ARATH	1-phosphatidylinositol-3-phosphate 5-kinase FAB1B	
TRINITY_DN4169_c0_g1_i2	TRXB3_ARATH	NADPH-dependent thioredoxin reductase 3	
TRINITY_DN4169_c0_g1_i3	TRXB3_ARATH	NADPH-dependent thioredoxin reductase 3	
TRINITY_DN4182_c0_g5_i2	CD48E_ARATH	Cell division control protein 48 homolog E	
TRINITY_DN4103_c0_g1_i6	.	.	
TRINITY_DN4103_c0_g1_i71	.	.	
TRINITY_DN4162_c0_g1_i10	WDR5A_ARATH	COMPASS-like H3K4 histone methylase component WDR5A {ECO:0000303|PubMed:19567704}	
TRINITY_DN4162_c0_g1_i15	WDR5A_ARATH	COMPASS-like H3K4 histone methylase component WDR5A {ECO:0000303|PubMed:19567704}	
TRINITY_DN4186_c0_g1_i14	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i24	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i25	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i28	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i46	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i61	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i63	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4186_c0_g1_i78	PILS3_ARATH	Protein PIN-LIKES 3 {ECO:0000303|PubMed:22504182}	
TRINITY_DN4157_c0_g1_i25	P2C27_ORYSJ	Probable protein phosphatase 2C 27	
TRINITY_DN4157_c0_g1_i41	P2C27_ORYSJ	Probable protein phosphatase 2C 27	
TRINITY_DN4146_c0_g2_i2	GAUT7_ARATH	Probable galacturonosyltransferase 7	
TRINITY_DN4154_c0_g1_i5	ELF5_PONTR	Protein EARLY FLOWERING 5 {ECO:0000303|PubMed:21533840}	
TRINITY_DN4196_c0_g1_i7	CCR35_ARATH	Serine/threonine-protein kinase-like protein At3g51990	
TRINITY_DN4110_c0_g1_i4	ASOL_TOBAC	L-ascorbate oxidase homolog	6A
TRINITY_DN4110_c1_g1_i1	ASOL_TOBAC	L-ascorbate oxidase homolog	6A
TRINITY_DN4176_c0_g1_i18	.	.	
TRINITY_DN4132_c0_g1_i4	FCL2_ARATH	Putative GDP-L-fucose synthase 2	
TRINITY_DN4141_c0_g2_i3	E1311_ARATH	Glucan endo-1,3-beta-glucosidase 11	
TRINITY_DN4150_c0_g1_i20	PGML4_ARATH	Phosphoglycerate mutase-like protein 4 {ECO:0000305}	
TRINITY_DN4106_c0_g1_i6	REF6_ARATH	Lysine-specific demethylase REF6 {ECO:0000303|PubMed:15377760}	6A
TRINITY_DN4129_c0_g1_i16	PPA23_ARATH	Purple acid phosphatase 23	
TRINITY_DN4129_c0_g1_i37	PPA23_ARATH	Purple acid phosphatase 23	
TRINITY_DN4129_c0_g1_i46	PPA15_ARATH	Purple acid phosphatase 15	
TRINITY_DN4138_c0_g1_i3	LRL14_ARATH	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4 {ECO:0000303|PubMed:12805585}	
TRINITY_DN4138_c0_g1_i5	LRL14_ARATH	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4 {ECO:0000303|PubMed:12805585}	
TRINITY_DN4121_c0_g1_i13	Y232_RICCO	Glycosyltransferase family 92 protein RCOM_0530710	
TRINITY_DN4172_c0_g1_i51	.	.	
TRINITY_DN4172_c0_g1_i70	.	.	
TRINITY_DN4136_c0_g1_i2	NEP2_NEPGR	Aspartic proteinase nepenthesin-2	
TRINITY_DN4105_c0_g1_i1	.	.	6A
TRINITY_DN4190_c0_g1_i6	STT3A_ARATH	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	
TRINITY_DN4133_c0_g1_i1	LHTL8_ARATH	Lysine histidine transporter-like 8	
TRINITY_DN4133_c0_g1_i11	LHTL8_ARATH	Lysine histidine transporter-like 8	
TRINITY_DN4133_c0_g1_i3	LHTL8_ARATH	Lysine histidine transporter-like 8	6W
TRINITY_DN4133_c0_g1_i4	LHTL8_ARATH	Lysine histidine transporter-like 8	6W
TRINITY_DN4133_c0_g1_i8	LHTL8_ARATH	Lysine histidine transporter-like 8	
TRINITY_DN4124_c0_g1_i8	AOX2_SOYBN	Ubiquinol oxidase 2, mitochondrial	
TRINITY_DN4171_c0_g1_i14	ASD_ARATH	AAA-ATPase ASD, mitochondrial	
TRINITY_DN4149_c0_g1_i3	NHX7_ARATH	Sodium/hydrogen exchanger 7	
TRINITY_DN4160_c0_g1_i1	.	.	6A
TRINITY_DN4160_c0_g1_i2	.	.	
TRINITY_DN4108_c0_g1_i2	STT3B_ARATH	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	
TRINITY_DN4117_c0_g1_i6	SAPK2_ORYSI	Serine/threonine-protein kinase SAPK2	
TRINITY_DN84958_c0_g1_i1	CDPKJ_ORYSJ	Calcium-dependent protein kinase 19 {ECO:0000305}	6W
TRINITY_DN63112_c0_g1_i1	EME1_ORYSJ	Crossover junction endonuclease EME1	
TRINITY_DN63109_c0_g1_i1	MSK3_MEDSA	Glycogen synthase kinase-3 homolog MsK-3	
TRINITY_DN63151_c0_g2_i1	RPN2_ORYSJ	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	
TRINITY_DN63077_c0_g1_i1	.	.	
TRINITY_DN63122_c0_g2_i1	.	.	
TRINITY_DN84596_c0_g1_i1	.	.	
TRINITY_DN84609_c0_g1_i1	.	.	6W
TRINITY_DN67788_c1_g2_i1	.	.	
TRINITY_DN67833_c0_g1_i1	EF1A1_EUPCR	Elongation factor 1-alpha 1	
TRINITY_DN67833_c0_g1_i2	EF1A1_EUPCR	Elongation factor 1-alpha 1	
TRINITY_DN67833_c0_g2_i1	EF1A3_XENLA	Elongation factor 1-alpha, oocyte form	
TRINITY_DN54202_c0_g3_i1	FRL4A_ARATH	FRIGIDA-like protein 4a	
TRINITY_DN54231_c0_g2_i1	CB5_ARATH	Chlorophyll a-b binding protein CP26, chloroplastic	
TRINITY_DN54171_c0_g2_i1	PDR3_TOBAC	Pleiotropic drug resistance protein 3	
TRINITY_DN54209_c0_g1_i1	GLD27_ARATH	Protein CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27, chloroplastic {ECO:0000303|PubMed:23043051}	
TRINITY_DN83087_c0_g1_i1	NUG2_ORYSJ	Nuclear/nucleolar GTPase 2 {ECO:0000303|PubMed:21205822}	
TRINITY_DN83078_c0_g1_i1	.	.	
TRINITY_DN82994_c0_g1_i1	EF3_PHYIT	Elongation factor 3 {ECO:0000303|PubMed:29300771}	
TRINITY_DN83076_c0_g1_i1	.	.	
TRINITY_DN83083_c0_g1_i1	RS16_FRIAG	40S ribosomal protein S16	
TRINITY_DN59001_c0_g1_i1	.	.	
TRINITY_DN59017_c0_g1_i1	AAPC_CENCI	Putative glucose-6-phosphate 1-epimerase {ECO:0000250|UniProtKB:Q03161}	
TRINITY_DN10110_c0_g3_i3	STIP1_ARATH	Septin and tuftelin-interacting protein 1 homolog 1 {ECO:0000303|PubMed:23110899}	
TRINITY_DN10188_c0_g1_i4	JAR4_NICAT	Jasmonoyl--L-amino acid synthetase JAR4 {ECO:0000305}	
TRINITY_DN10188_c0_g1_i6	JAR4_NICAT	Jasmonoyl--L-amino acid synthetase JAR4 {ECO:0000305}	
TRINITY_DN10143_c1_g2_i1	.	.	
TRINITY_DN10143_c2_g1_i1	CB23_SOLLC	Chlorophyll a-b binding protein 13, chloroplastic	
TRINITY_DN10143_c2_g1_i12	CB23_SOLLC	Chlorophyll a-b binding protein 13, chloroplastic	
TRINITY_DN10143_c2_g1_i13	CB23_SOLLC	Chlorophyll a-b binding protein 13, chloroplastic	
TRINITY_DN10143_c2_g1_i19	CB2D_SOLLC	Chlorophyll a-b binding protein 1D	
TRINITY_DN10143_c2_g1_i20	CB23_SOLLC	Chlorophyll a-b binding protein 13, chloroplastic	
TRINITY_DN10143_c2_g1_i4	FLS2_ARATH	LRR receptor-like serine/threonine-protein kinase FLS2	
TRINITY_DN10143_c2_g1_i8	CB23_SOLLC	Chlorophyll a-b binding protein 13, chloroplastic	
TRINITY_DN10196_c0_g1_i16	KN14R_ARATH	Kinesin-like protein KIN-14R {ECO:0000305}	
TRINITY_DN10197_c0_g1_i10	.	.	
TRINITY_DN10197_c0_g1_i13	.	.	
TRINITY_DN10197_c0_g1_i16	.	.	
TRINITY_DN10197_c0_g1_i2	.	.	
TRINITY_DN10197_c0_g1_i4	.	.	
TRINITY_DN10197_c0_g1_i5	.	.	
TRINITY_DN10197_c0_g1_i6	.	.	
TRINITY_DN10197_c2_g1_i3	.	.	
TRINITY_DN10160_c0_g1_i3	BH093_ARATH	Transcription factor bHLH93	
TRINITY_DN10121_c0_g1_i29	ASP36_ARATH	Aspartic proteinase 36 {ECO:0000303|PubMed:27872247}	
TRINITY_DN10109_c0_g1_i3	MIK2_ARATH	MDIS1-interacting receptor like kinase 2 {ECO:0000303|PubMed:26863186}	
TRINITY_DN10109_c0_g1_i9	MIK2_ARATH	MDIS1-interacting receptor like kinase 2 {ECO:0000303|PubMed:26863186}	
TRINITY_DN10133_c0_g1_i1	DXS1_ORYSJ	1-deoxy-D-xylulose-5-phosphate synthase 1, chloroplastic	
TRINITY_DN10175_c0_g1_i6	SYSM_ARATH	Serine--tRNA ligase, chloroplastic/mitochondrial {ECO:0000305}	
TRINITY_DN10159_c0_g1_i1	MUC21_ARATH	Xylan glycosyltransferase MUCI21 {ECO:0000305}	6W
TRINITY_DN10159_c0_g1_i17	MUC21_ARATH	Xylan glycosyltransferase MUCI21 {ECO:0000305}	
TRINITY_DN10159_c0_g1_i6	MUC21_ARATH	Xylan glycosyltransferase MUCI21 {ECO:0000305}	
TRINITY_DN10148_c0_g1_i3	TED7_ZINVI	Protein TRACHEARY ELEMENT DIFFERENTIATION-RELATED 7A {ECO:0000303|PubMed:19383897}	
TRINITY_DN10124_c0_g1_i1	PXG4_ARATH	Probable peroxygenase 4	
TRINITY_DN10124_c0_g1_i6	PXG4_ARATH	Probable peroxygenase 4	
TRINITY_DN10102_c0_g1_i10	.	.	
TRINITY_DN10167_c0_g1_i1	FLA7_ARATH	Fasciclin-like arabinogalactan protein 7	
TRINITY_DN10167_c0_g1_i6	FLA7_ARATH	Fasciclin-like arabinogalactan protein 7	
TRINITY_DN10122_c0_g1_i4	.	.	
TRINITY_DN10106_c0_g1_i3	DRL7_ARATH	Probable disease resistance protein At1g58390	
TRINITY_DN10120_c0_g1_i5	SUN4_ARATH	SUN domain-containing protein 4 {ECO:0000305}	
TRINITY_DN10120_c0_g1_i6	SUN4_ARATH	SUN domain-containing protein 4 {ECO:0000305}	
TRINITY_DN10120_c2_g1_i1	RNHX1_ARATH	Putative ribonuclease H protein At1g65750	
TRINITY_DN10120_c2_g1_i3	.	.	
TRINITY_DN10181_c0_g1_i7	ELF4_ARATH	Protein EARLY FLOWERING 4	
TRINITY_DN10181_c0_g1_i9	ELF4_ARATH	Protein EARLY FLOWERING 4	
TRINITY_DN10170_c0_g1_i21	.	.	
TRINITY_DN10176_c0_g1_i15	KHSE_ARATH	Homoserine kinase {ECO:0000303|PubMed:15703056}	
TRINITY_DN10176_c0_g1_i19	KHSE_ARATH	Homoserine kinase {ECO:0000303|PubMed:15703056}	6A
TRINITY_DN10131_c0_g1_i1	MVP_SOCMV	Movement protein	6A
TRINITY_DN10136_c0_g1_i1	RL8_SOLLC	60S ribosomal protein L8	6W
TRINITY_DN10107_c0_g1_i7	GAT2_ARATH	Probable GABA transporter 2	
TRINITY_DN10150_c0_g1_i6	GT5_ORYSI	Probable glycosyltransferase 5 {ECO:0000305}	
TRINITY_DN10150_c0_g1_i7	XXT1_ARATH	Xyloglucan 6-xylosyltransferase 1 {ECO:0000303|PubMed:12032363}	6W
TRINITY_DN10150_c0_g1_i9	XXT2_ARATH	Xyloglucan 6-xylosyltransferase 2	
TRINITY_DN10119_c0_g1_i6	BH068_ARATH	Transcription factor bHLH68	
TRINITY_DN10183_c0_g1_i4	DEXH1_ARATH	DExH-box ATP-dependent RNA helicase DExH1 {ECO:0000305}	
TRINITY_DN10146_c0_g1_i6	ASR3_ARATH	Trihelix transcription factor ASR3 {ECO:0000303|PubMed:25770109}	
TRINITY_DN10187_c0_g1_i12	P2C25_ORYSJ	Probable protein phosphatase 2C 25	
TRINITY_DN10141_c0_g1_i8	ACR10_ARATH	ACT domain-containing protein ACR10 {ECO:0000305}	
TRINITY_DN10162_c0_g3_i3	.	.	
TRINITY_DN10162_c0_g4_i1	WTF1_ARATH	Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic {ECO:0000305}	
TRINITY_DN10193_c0_g1_i2	.	.	
TRINITY_DN10193_c1_g1_i2	.	.	
TRINITY_DN10194_c0_g1_i14	APE1L_ARATH	DNA-(apurinic or apyrimidinic site) endonuclease {ECO:0000305}	
TRINITY_DN10116_c0_g1_i2	AMI4G_ARATH	Probable amidase At4g34880 {ECO:0000305}	
TRINITY_DN10165_c1_g1_i1	ASPG1_ARATH	Protein ASPARTIC PROTEASE IN GUARD CELL 1	
TRINITY_DN10173_c0_g1_i1	.	.	
TRINITY_DN842_c0_g1_i15	TIP21_ARATH	Aquaporin TIP2-1	
TRINITY_DN842_c0_g1_i16	TIP21_ARATH	Aquaporin TIP2-1	
TRINITY_DN842_c0_g1_i8	TIP21_ARATH	Aquaporin TIP2-1	
TRINITY_DN848_c0_g1_i1	HSPR2_ARATH	Nematode resistance protein-like HSPRO2	
TRINITY_DN848_c0_g1_i2	HSPR2_ARATH	Nematode resistance protein-like HSPRO2	6W
TRINITY_DN895_c0_g1_i5	.	.	
TRINITY_DN895_c0_g2_i1	.	.	6W
TRINITY_DN897_c0_g1_i2	CDC5L_ARATH	Cell division cycle 5-like protein	
TRINITY_DN874_c0_g1_i1	BAME1_ARATH	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1	6A
TRINITY_DN874_c0_g1_i5	BAME1_ARATH	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1	
TRINITY_DN874_c0_g1_i6	BAME1_ARATH	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1	
TRINITY_DN874_c1_g1_i1	SPSA3_ARATH	Probable sucrose-phosphate synthase 3	
TRINITY_DN874_c1_g1_i4	SPSA3_ARATH	Probable sucrose-phosphate synthase 3	
TRINITY_DN874_c1_g1_i5	SPSA3_ARATH	Probable sucrose-phosphate synthase 3	
TRINITY_DN836_c0_g1_i14	DRMH1_ARATH	Dormancy-associated protein homolog 1 {ECO:0000303|PubMed:15908603}	
TRINITY_DN836_c0_g1_i2	DRMH1_ARATH	Dormancy-associated protein homolog 1 {ECO:0000303|PubMed:15908603}	6W
TRINITY_DN889_c0_g1_i1	SCP50_ARATH	Serine carboxypeptidase-like 50	6A
TRINITY_DN855_c0_g1_i11	NRAM5_ORYSJ	Metal transporter Nramp5	6A
TRINITY_DN855_c0_g1_i13	NRAM5_ORYSJ	Metal transporter Nramp5	
TRINITY_DN855_c0_g1_i15	NRAM6_ARATH	Metal transporter Nramp6	
TRINITY_DN855_c0_g1_i25	NRAM6_ARATH	Metal transporter Nramp6	
TRINITY_DN855_c0_g1_i27	NRAM1_ORYSJ	Metal transporter Nramp1	
TRINITY_DN855_c0_g1_i28	NRAM6_ARATH	Metal transporter Nramp6	
TRINITY_DN855_c0_g1_i3	NRAM1_ARATH	Metal transporter Nramp1	6A
TRINITY_DN855_c0_g1_i36	NRAM6_ARATH	Metal transporter Nramp6	
TRINITY_DN890_c0_g1_i5	CKS2_ARATH	Cyclin-dependent kinases regulatory subunit 2	
TRINITY_DN817_c0_g1_i4	HEM4_ARATH	Uroporphyrinogen-III synthase, chloroplastic {ECO:0000303|PubMed:18042043}	
TRINITY_DN817_c0_g1_i6	HEM4_ARATH	Uroporphyrinogen-III synthase, chloroplastic {ECO:0000303|PubMed:18042043}	
TRINITY_DN817_c0_g2_i1	HEM4_ARATH	Uroporphyrinogen-III synthase, chloroplastic {ECO:0000303|PubMed:18042043}	6A
TRINITY_DN817_c0_g2_i10	HEM4_ARATH	Uroporphyrinogen-III synthase, chloroplastic {ECO:0000303|PubMed:18042043}	
TRINITY_DN817_c0_g2_i11	HEM4_ARATH	Uroporphyrinogen-III synthase, chloroplastic {ECO:0000303|PubMed:18042043}	
TRINITY_DN877_c0_g1_i11	RL4_PRUAR	60S ribosomal protein L4	
TRINITY_DN877_c0_g1_i14	.	.	
TRINITY_DN877_c0_g1_i15	RL4_PRUAR	60S ribosomal protein L4	
TRINITY_DN877_c0_g1_i16	RL4_PRUAR	60S ribosomal protein L4	
TRINITY_DN877_c0_g1_i3	RL4A_ARATH	60S ribosomal protein L4-1	
TRINITY_DN846_c0_g1_i1	.	.	6A
TRINITY_DN859_c0_g1_i13	.	.	
TRINITY_DN833_c0_g1_i10	PMT12_ARATH	Probable methyltransferase At1g29790 {ECO:0000305}	
TRINITY_DN803_c0_g1_i1	HDA19_ARATH	Histone deacetylase 19 {ECO:0000303|PubMed:12466527}	
TRINITY_DN803_c0_g1_i2	HDA19_ARATH	Histone deacetylase 19 {ECO:0000303|PubMed:12466527}	
TRINITY_DN803_c1_g1_i1	ZAT10_ARATH	Zinc finger protein ZAT10	
TRINITY_DN803_c1_g1_i10	ZAT10_ARATH	Zinc finger protein ZAT10	
TRINITY_DN803_c1_g1_i17	RRC1_ARATH	Protein RRC1 {ECO:0000303|PubMed:22324426}	
TRINITY_DN831_c0_g1_i3	ODP23_ARATH	Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex, mitochondrial	6A
TRINITY_DN843_c0_g1_i7	.	.	
TRINITY_DN835_c0_g1_i2	IN37_SPIOL	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic	
TRINITY_DN835_c0_g1_i3	IN37_SPIOL	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic	
TRINITY_DN847_c0_g2_i1	BZP44_ARATH	bZIP transcription factor 44 {ECO:0000305}	
TRINITY_DN847_c0_g2_i2	BZP44_ARATH	bZIP transcription factor 44 {ECO:0000305}	
TRINITY_DN860_c0_g1_i18	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	6A
TRINITY_DN860_c0_g1_i2	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	
TRINITY_DN860_c0_g1_i21	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	
TRINITY_DN860_c0_g1_i27	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	
TRINITY_DN860_c0_g1_i31	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	
TRINITY_DN860_c0_g1_i7	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	6A
TRINITY_DN860_c0_g1_i9	PGML1_ARATH	Phosphoglycerate mutase-like protein 1 {ECO:0000305}	
TRINITY_DN868_c0_g1_i2	AX6B_SOYBN	Auxin-induced protein 6B	
TRINITY_DN868_c0_g1_i5	AX6B_SOYBN	Auxin-induced protein 6B	6A
TRINITY_DN837_c0_g1_i1	ARASP_ARATH	Membrane metalloprotease ARASP, chloroplastic {ECO:0000303|PubMed:16413549}	6A
TRINITY_DN837_c0_g1_i3	ARASP_ARATH	Membrane metalloprotease ARASP, chloroplastic {ECO:0000303|PubMed:16413549}	
TRINITY_DN837_c0_g2_i1	MTEF1_ARATH	Transcription termination factor MTEF1, chloroplastic {ECO:0000305}	
TRINITY_DN837_c0_g2_i2	MTEF1_ARATH	Transcription termination factor MTEF1, chloroplastic {ECO:0000305}	
